N,Case,BDS Size,SCBDS Size,ARPL,Max Ratio
100,1,23,58,5.457777777777777,4.0
100,2,21,62,4.900909090909091,2.0
100,3,22,63,4.989191919191919,2.0
100,4,19,47,4.965050505050505,2.0
100,5,22,59,5.466868686868687,2.0
100,6,20,59,4.985454545454545,2.0
100,7,22,62,4.685757575757576,2.0
100,8,22,60,4.8822222222222225,2.0
100,9,20,60,4.728989898989899,2.0
100,10,19,54,4.735555555555556,2.0
100,11,22,62,5.29,2.0
100,12,20,62,4.605959595959596,3.0
100,13,17,53,5.244545454545454,2.0
100,14,21,64,4.522323232323233,2.0
100,15,21,60,4.521717171717172,3.0
100,16,18,57,4.264040404040404,2.0
100,17,21,65,4.766262626262626,2.0
100,18,21,65,4.527474747474748,2.0
100,19,19,59,4.688080808080808,2.0
100,20,17,59,4.533434343434344,3.0
100,21,21,58,5.002424242424242,2.0
100,22,21,61,4.753939393939394,2.0
100,23,19,56,4.8413131313131315,2.0
100,24,20,60,5.238484848484848,2.0
100,25,20,60,4.259292929292929,2.0
100,26,22,61,5.016161616161616,2.0
100,27,22,68,4.844747474747475,2.0
100,28,23,65,4.997878787878788,3.0
100,29,20,56,4.971111111111111,3.0
100,30,26,73,4.3957575757575755,2.0
100,31,21,58,4.875050505050505,2.0
100,32,22,67,4.487474747474748,2.0
100,33,20,59,4.313131313131313,2.0
100,34,20,52,4.782020202020202,2.0
100,35,22,70,4.53010101010101,3.0
100,36,23,73,4.366969696969697,2.0
100,37,19,65,4.160707070707071,2.0
100,38,21,61,5.284848484848485,2.0
100,39,22,55,5.02929292929293,3.0
100,40,25,76,4.369090909090909,2.0
100,41,22,70,4.7164646464646465,2.0
100,42,21,57,4.741010101010101,3.0
100,43,21,63,4.616060606060606,3.0
100,44,18,53,4.5753535353535355,2.0
100,45,19,52,4.93070707070707,2.0
100,46,20,57,4.682525252525252,2.0
100,47,20,64,4.816464646464646,2.0
100,48,22,53,4.925252525252525,2.0
100,49,22,62,4.886262626262626,2.0
100,50,18,51,4.646161616161616,2.0
100,51,22,57,5.955454545454545,2.0
100,52,21,62,4.789393939393939,2.0
100,53,24,66,4.986363636363636,2.0
100,54,21,60,4.794444444444444,2.0
100,55,22,70,4.405757575757575,2.0
100,56,23,72,4.462727272727273,2.0
100,57,22,65,4.855353535353536,2.0
100,58,24,65,4.637070707070707,2.0
100,59,25,75,4.627171717171717,2.0
100,60,24,68,4.575454545454545,2.0
100,61,22,61,5.354747474747475,2.0
100,62,21,59,4.825959595959596,2.0
100,63,21,60,4.994040404040404,2.0
100,64,19,50,4.595353535353535,2.0
100,65,20,63,4.894747474747475,2.0
100,66,25,65,5.182323232323232,2.0
100,67,21,60,4.822929292929293,3.0
100,68,22,61,4.631818181818182,2.0
100,69,21,61,5.079595959595959,3.0
100,70,22,66,4.508686868686869,2.0
100,71,24,63,4.947474747474748,3.0
100,72,21,60,4.640303030303031,2.0
100,73,21,59,5.61,2.0
100,74,21,58,5.694444444444445,2.0
100,75,21,62,4.617676767676768,5.0
100,76,20,63,4.825555555555556,4.0
100,77,21,64,4.312525252525252,2.0
100,78,19,53,4.788080808080808,2.0
100,79,20,63,5.71939393939394,2.0
100,80,21,64,4.3283838383838384,2.0
100,81,23,64,4.796262626262626,2.0
100,82,20,56,5.053838383838384,2.0
100,83,19,54,4.543535353535353,2.0
100,84,18,52,5.943131313131313,2.0
