N,Case,BDS Size,SCBDS Size,ARPL,Max Ratio
100,1,18,50,3.478989898989899,2.0
100,2,19,54,3.669191919191919,2.0
100,3,18,52,3.88989898989899,2.0
100,4,17,47,3.3102020202020204,2.0
100,5,17,41,3.7767676767676766,2.0
100,6,20,53,4.056868686868687,2.0
100,7,18,54,3.386767676767677,3.0
100,8,18,54,3.6424242424242426,2.0
100,9,15,39,3.653636363636364,3.0
100,10,19,51,3.5081818181818183,2.0
100,11,18,52,3.446767676767677,3.0
100,12,18,53,3.4145454545454546,4.0
100,13,16,45,3.475151515151515,3.0
100,14,20,49,3.95,3.0
100,15,17,52,3.625050505050505,3.0
100,16,18,58,3.5054545454545454,3.0
100,17,21,57,3.409090909090909,2.0
100,18,23,58,3.818080808080808,3.0
100,19,16,51,3.6013131313131312,2.0
100,20,17,44,3.6361616161616164,3.0
100,21,20,48,3.629191919191919,3.0
100,22,18,52,3.9748484848484846,2.0
100,23,18,46,3.5554545454545456,3.0
100,24,17,47,3.6843434343434343,3.0
100,25,17,51,3.5442424242424244,2.0
100,26,15,43,3.53989898989899,3.0
100,27,17,44,3.6234343434343432,2.0
100,28,19,52,3.382222222222222,2.0
100,29,17,47,3.3571717171717173,3.0
100,30,19,50,3.7244444444444444,2.0
100,31,19,52,3.8017171717171716,2.0
100,32,16,41,3.354040404040404,2.0
100,33,18,56,3.6525252525252525,3.0
100,34,18,51,3.4588888888888887,3.0
100,35,19,53,3.50010101010101,2.0
100,36,18,48,3.481919191919192,3.0
100,37,19,54,3.986969696969697,2.0
100,38,18,46,3.99959595959596,3.0
100,39,17,42,3.354949494949495,5.0
100,40,18,52,3.4237373737373735,2.0
100,41,19,53,3.5354545454545456,2.0
100,42,19,53,3.5356565656565655,3.0
100,43,18,49,3.3528282828282827,2.0
100,44,19,52,3.961818181818182,2.0
100,45,18,52,3.3313131313131312,2.0
100,46,20,56,3.851212121212121,3.0
100,47,18,43,3.942222222222222,3.0
100,48,18,54,3.4444444444444446,3.0
100,49,17,51,3.5327272727272727,4.0
100,50,17,49,3.467878787878788,2.0
100,51,15,52,3.6077777777777778,3.0
100,52,17,46,3.834848484848485,2.0
100,53,17,50,4.083939393939394,3.0
100,54,18,50,3.465050505050505,3.0
100,55,19,58,3.34,2.0
100,56,19,51,3.542727272727273,2.0
100,57,18,46,3.4690909090909092,2.0
100,58,20,54,3.7062626262626264,3.0
100,59,17,54,3.4086868686868685,3.0
100,60,17,51,3.2541414141414142,3.0
100,61,17,51,3.8808080808080807,2.0
100,62,19,51,3.613737373737374,2.0
100,63,21,55,3.952121212121212,2.0
100,64,20,47,3.967979797979798,2.0
100,65,17,49,3.3683838383838385,2.0
100,66,18,46,3.6219191919191918,4.0
100,67,18,49,3.652222222222222,2.0
100,68,18,50,3.7243434343434343,2.0
100,69,18,52,3.614141414141414,2.0
100,70,15,44,3.614141414141414,2.0
100,71,21,57,3.617979797979798,2.0
100,72,18,55,3.521717171717172,3.0
100,73,20,53,3.4366666666666665,2.0
100,74,18,53,3.5074747474747476,3.0
100,75,14,41,3.7126262626262627,3.0
100,76,20,56,3.400909090909091,2.0
100,77,18,47,3.562121212121212,2.0
100,78,15,43,3.4277777777777776,2.0
100,79,15,43,3.4408080808080808,2.0
100,80,18,45,3.7576767676767675,3.0
100,81,17,49,3.4485858585858584,3.0
100,82,19,52,3.7696969696969695,3.0
100,83,18,51,3.693636363636364,3.0
100,84,18,56,3.4317171717171715,3.0
100,85,16,44,3.5695959595959597,3.0
100,86,19,56,3.528888888888889,2.0
100,87,16,43,3.6884848484848485,3.0
100,88,18,47,3.5844444444444443,2.0
100,89,19,54,3.6552525252525254,2.0
100,90,18,50,3.7005050505050505,3.0
100,91,18,51,3.827777777777778,2.0
100,92,18,49,3.607878787878788,3.0
100,93,19,48,3.541313131313131,3.0
100,94,19,58,3.54969696969697,3.0
100,95,16,49,3.143131313131313,2.0
100,96,18,53,3.4197979797979796,2.0
100,97,17,48,3.478989898989899,3.0
100,98,18,50,3.3544444444444443,3.0
100,99,18,46,3.412020202020202,3.0
100,100,19,50,3.452929292929293,3.0
150,1,19,56,3.511498881431767,3.0
150,2,18,58,3.49579418344519,4.0
150,3,18,56,3.702281879194631,2.0
150,4,19,53,3.4440715883668904,3.0
150,5,19,59,3.4543624161073825,2.0
150,6,20,58,3.4720805369127516,2.0
150,7,18,54,3.4417002237136467,2.0
150,8,18,62,3.361387024608501,2.0
150,9,18,57,3.646263982102908,2.0
150,10,19,60,3.3911409395973156,3.0
