N,Case,BDS Size,SCBDS Size,ARPL,Max Ratio
100,1,10,42,2.3261616161616163,2.0
100,2,8,32,2.4363636363636365,2.0
100,3,9,46,2.3767676767676766,2.0
100,4,8,42,2.4358585858585857,2.0
100,5,8,36,2.3368686868686868,2.0
100,6,8,35,2.342828282828283,2.0
100,7,8,31,2.2590909090909093,2.0
100,8,10,46,2.3198989898989897,2.0
100,9,8,34,2.371212121212121,2.0
100,10,10,44,2.489292929292929,2.0
100,11,10,42,2.475151515151515,2.0
100,12,10,42,2.223737373737374,2.0
100,13,11,43,2.28010101010101,2.0
100,14,10,40,2.4327272727272726,2.0
100,15,8,38,2.262020202020202,2.0
100,16,11,50,2.3407070707070705,2.0
100,17,11,54,2.276969696969697,2.0
100,18,10,44,2.3142424242424244,2.0
100,19,9,35,2.4656565656565657,2.0
100,20,9,43,2.452020202020202,2.0
100,21,9,47,2.303030303030303,2.0
100,22,10,40,2.3248484848484847,2.0
100,23,9,37,2.3495959595959595,2.0
100,24,10,40,2.3797979797979796,2.0
100,25,8,38,2.2492929292929293,2.0
100,26,10,44,2.395050505050505,2.0
100,27,10,39,2.3605050505050507,2.0
100,28,9,36,2.3177777777777777,2.0
100,29,9,35,2.322828282828283,2.0
100,30,10,43,2.392020202020202,2.0
100,31,9,42,2.348080808080808,2.0
100,32,10,44,2.383030303030303,2.0
100,33,9,37,2.265151515151515,2.0
100,34,10,47,2.3384848484848484,2.0
100,35,9,43,2.3922222222222222,2.0
100,36,10,44,2.39030303030303,2.0
100,37,9,38,2.47020202020202,2.0
100,38,9,37,2.3114141414141414,2.0
100,39,9,42,2.361818181818182,2.0
100,40,7,26,2.2915151515151515,2.0
100,41,8,37,2.3327272727272725,2.0
100,42,9,38,2.3204040404040405,2.0
100,43,9,36,2.3901010101010103,2.0
100,44,10,41,2.4756565656565654,2.0
100,45,8,38,2.2706060606060605,2.0
100,46,9,33,2.1822222222222223,2.0
100,47,8,36,2.3944444444444444,2.0
100,48,9,38,2.515151515151515,2.0
100,49,9,38,2.437979797979798,2.0
100,50,9,39,2.374040404040404,2.0
100,51,9,33,2.3844444444444446,2.0
100,52,9,44,2.3504040404040403,3.0
100,53,9,42,2.2885858585858587,2.0
100,54,9,39,2.3603030303030303,2.0
100,55,10,42,2.2843434343434343,2.0
100,56,9,37,2.287171717171717,2.0
100,57,11,49,2.320909090909091,2.0
100,58,9,36,2.2536363636363634,2.0
100,59,10,32,2.505959595959596,2.0
100,60,9,44,2.283333333333333,2.0
100,61,8,33,2.350808080808081,2.0
100,62,12,45,2.4684848484848483,2.0
100,63,7,34,2.338787878787879,2.0
100,64,9,39,2.4114141414141415,2.0
100,65,8,29,2.453333333333333,2.0
100,66,9,40,2.5002020202020203,2.0
100,67,9,37,2.3663636363636362,2.0
100,68,7,31,2.3233333333333333,2.0
100,69,10,47,2.390707070707071,2.0
