N,Case,BDS Size,SCBDS Size,ARPL,Max Ratio
100,1,21,71,4.602525252525252,2.0
100,2,17,67,4.331212121212121,2.0
100,3,17,69,4.011919191919192,2.0
100,4,20,65,4.728585858585858,2.0
100,5,21,80,4.023535353535354,2.0
100,6,20,79,4.096767676767676,2.0
100,7,21,69,4.24969696969697,2.0
100,8,16,66,4.4117171717171715,2.0
100,9,19,70,4.264747474747475,2.0
100,10,21,80,4.181818181818182,2.0
100,11,18,71,3.856969696969697,2.0
100,12,19,75,3.9957575757575756,2.0
100,13,17,63,4.071919191919192,2.0
100,14,20,71,4.005757575757576,2.0
100,15,22,63,4.335959595959596,2.0
100,16,19,66,4.227777777777778,3.0
100,17,18,72,3.774848484848485,2.0
100,18,18,68,3.898989898989899,2.0
100,19,19,79,4.01010101010101,2.0
100,20,19,78,4.210909090909091,2.0
100,21,19,71,3.865050505050505,2.0
100,22,19,75,4.10979797979798,2.0
100,23,16,70,3.8614141414141416,2.0
100,24,17,66,4.093434343434343,2.0
100,25,20,77,3.831818181818182,2.0
100,26,15,58,4.18989898989899,2.0
100,27,15,70,3.9157575757575755,2.0
100,28,17,67,4.316464646464646,2.0
100,29,19,78,4.291414141414141,2.0
100,30,19,72,4.113939393939394,2.0
100,31,18,71,3.9727272727272727,2.0
100,32,18,71,4.036666666666667,2.0
100,33,20,73,4.059494949494949,2.0
100,34,19,70,4.273434343434343,2.0
100,35,18,73,3.963939393939394,2.0
100,36,17,74,3.987979797979798,2.0
100,37,20,72,4.231212121212121,2.0
100,38,19,77,4.055050505050505,2.0
100,39,16,67,4.143939393939394,3.0
100,40,21,75,4.303333333333334,2.0
100,41,20,78,3.8070707070707073,3.0
100,42,20,73,4.259595959595959,2.0
100,43,18,69,4.136363636363637,3.0
100,44,19,76,3.974242424242424,2.0
100,45,19,69,4.094545454545455,2.0
100,46,17,54,5.427575757575758,2.0
100,47,20,71,4.0473737373737375,2.0
100,48,20,79,3.969292929292929,2.0
100,49,20,72,4.461414141414141,2.0
100,50,19,78,3.8168686868686867,2.0
100,51,18,70,4.420606060606061,2.0
100,52,23,75,4.361818181818182,2.0
100,53,19,79,4.0476767676767675,3.0
100,54,18,71,4.034343434343435,2.0
100,55,18,65,4.478080808080808,2.0
100,56,17,61,4.1012121212121215,2.0
100,57,19,67,4.563131313131313,2.0
100,58,20,74,3.631818181818182,3.0
100,59,18,71,4.163333333333333,3.0
100,60,17,71,3.942828282828283,2.0
100,61,20,78,4.152626262626263,2.0
100,62,18,65,4.607777777777778,2.0
100,63,21,73,4.2438383838383835,2.0
100,64,18,60,4.531818181818182,2.0
100,65,20,79,4.1863636363636365,2.0
100,66,18,73,3.6245454545454545,2.0
100,67,19,72,4.2856565656565655,2.0
100,68,21,74,3.97959595959596,3.0
100,69,18,79,3.9567676767676767,2.0
100,70,20,72,3.7244444444444444,2.0
100,71,21,80,4.108888888888889,2.0
100,72,20,74,4.243636363636363,3.0
100,73,18,71,4.24030303030303,3.0
100,74,18,75,4.161919191919192,2.0
100,75,18,67,3.76010101010101,2.0
100,76,17,60,3.79969696969697,2.0
100,77,18,74,4.104949494949495,2.0
100,78,18,66,4.678585858585858,3.0
100,79,19,76,3.979191919191919,3.0
100,80,20,70,3.924040404040404,3.0
100,81,23,79,3.995151515151515,2.0
100,82,18,70,4.086969696969697,4.0
100,83,18,61,4.433131313131313,3.0
100,84,18,71,4.308686868686869,2.0
100,85,20,79,3.7123232323232322,2.0
100,86,21,81,4.063838383838384,2.0
100,87,20,62,4.301818181818182,2.0
100,88,16,64,3.764040404040404,3.0
100,89,18,72,3.9956565656565655,3.0
100,90,17,72,3.793131313131313,2.0
100,91,18,77,3.8775757575757575,2.0
100,92,20,69,4.304545454545455,2.0
100,93,21,77,4.07010101010101,2.0
100,94,21,76,4.204444444444444,2.0
100,95,19,75,3.771313131313131,2.0
100,96,20,83,3.931616161616162,2.0
100,97,20,77,4.016565656565657,2.0
100,98,20,70,4.0323232323232325,2.0
100,99,18,72,3.8185858585858585,2.0
100,100,21,80,4.154343434343434,2.0
150,1,19,88,3.706398210290828,2.0
150,2,23,104,3.757046979865772,2.0
150,3,21,104,3.883042505592841,2.0
150,4,20,96,3.7308724832214764,2.0
150,5,20,89,4.05413870246085,2.0
150,6,22,105,3.5667114093959733,2.0
150,7,21,107,3.6876510067114094,2.0
150,8,21,103,3.7245190156599555,2.0
150,9,22,109,3.6263534675615214,2.0
150,10,18,104,3.576510067114094,3.0
150,11,22,105,3.905950782997763,2.0
150,12,23,107,3.6953914988814316,2.0
150,13,23,103,3.899284116331096,2.0
150,14,19,94,3.5556599552572705,2.0
150,15,21,95,3.7603131991051453,3.0
150,16,20,100,3.7191498881431766,2.0
150,17,20,93,4.0278299776286355,2.0
150,18,22,103,3.927248322147651,2.0
150,19,19,105,3.771185682326622,2.0
150,20,21,99,3.741297539149888,2.0
150,21,23,103,3.7540492170022373,2.0
150,22,20,102,3.742729306487696,2.0
150,23,21,95,3.9383892617449665,2.0
150,24,21,103,3.924116331096197,2.0
150,25,17,98,3.5567337807606263,2.0
150,26,17,88,3.5755704697986577,2.0
150,27,20,107,3.743847874720358,2.0
150,28,21,95,3.688545861297539,2.0
150,29,21,113,3.6521700223713647,2.0
150,30,19,102,3.633199105145414,2.0
150,31,19,94,3.7183892617449663,2.0
150,32,23,106,3.793601789709172,2.0
150,33,16,85,3.576062639821029,2.0
150,34,21,99,3.9234451901565994,3.0
150,35,21,98,3.8210738255033556,2.0
150,36,23,109,3.7251006711409396,2.0
150,37,22,107,3.5762863534675615,2.0
150,38,21,93,4.0438031319910515,2.0
150,39,20,98,3.6411633109619688,2.0
150,40,18,91,3.8407158836689037,2.0
150,41,21,107,3.775570469798658,2.0
150,42,20,105,3.7697091722595077,2.0
150,43,17,92,3.73158836689038,2.0
150,44,23,102,3.6771364653243848,2.0
150,45,24,117,3.6563758389261745,2.0
150,46,20,98,3.671856823266219,3.0
150,47,18,90,3.884608501118568,2.0
150,48,21,105,3.69248322147651,2.0
150,49,21,114,3.6577628635346757,2.0
150,50,22,114,3.7703355704697987,2.0
150,51,21,106,3.606532438478747,2.0
150,52,22,97,3.8633557046979865,2.0
150,53,22,98,4.097539149888143,3.0
150,54,19,104,3.7963758389261746,2.0
150,55,18,92,3.826219239373602,2.0
150,56,19,100,3.6507829977628634,2.0
150,57,19,94,3.741387024608501,2.0
150,58,21,83,3.982058165548098,2.0
150,59,22,115,3.8147203579418343,2.0
150,60,20,94,3.906577181208054,2.0
150,61,18,86,4.2504697986577185,2.0
150,62,20,96,3.576868008948546,2.0
150,63,22,97,3.898791946308725,2.0
150,64,18,89,3.7612527964205817,2.0
150,65,19,103,3.69158836689038,3.0
150,66,22,114,3.68675615212528,2.0
150,67,21,94,3.836062639821029,2.0
150,68,21,97,3.5744519015659955,2.0
150,69,21,106,3.741387024608501,2.0
150,70,20,97,3.7233557046979864,2.0
150,71,21,109,3.8468903803131993,2.0
150,72,23,108,3.7607158836689036,2.0
150,73,21,106,3.88165548098434,2.0
150,74,22,108,3.791677852348993,2.0
150,75,21,110,3.674228187919463,2.0
150,76,20,105,3.77579418344519,4.0
150,77,23,111,3.5847874720357944,2.0
150,78,21,107,3.662281879194631,2.0
150,79,20,94,4.013109619686801,2.0
150,80,21,110,3.7802237136465324,2.0
150,81,21,104,3.761387024608501,3.0
150,82,22,97,3.86751677852349,2.0
150,83,23,112,3.949440715883669,2.0
150,84,21,101,3.6914988814317673,2.0
150,85,20,106,3.917628635346756,2.0
150,86,22,106,3.6906040268456377,2.0
150,87,19,99,3.386890380313199,2.0
150,88,21,99,3.7953467561521252,2.0
150,89,20,98,3.7507829977628635,2.0
150,90,21,93,3.955167785234899,2.0
150,91,21,107,3.777360178970917,2.0
150,92,18,102,3.5820581655480983,2.0
150,93,21,96,3.6261744966442953,2.0
150,94,20,103,3.790917225950783,2.0
150,95,23,101,3.8444295302013423,2.0
150,96,21,104,3.841387024608501,2.0
150,97,18,96,3.803668903803132,2.0
150,98,23,108,3.80586129753915,2.0
150,99,19,102,4.010514541387025,2.0
150,100,21,97,3.7333333333333334,2.0
200,1,24,135,3.5012311557788944,2.0
200,2,22,126,3.6652512562814072,2.0
200,3,21,124,3.6901256281407036,2.0
200,4,24,144,3.7745226130653267,2.0
200,5,24,134,3.6936180904522615,2.0
200,6,20,124,3.6330402010050253,2.0
200,7,23,137,3.66391959798995,2.0
200,8,19,109,3.7196231155778894,2.0
200,9,24,131,3.6080904522613064,2.0
200,10,20,122,3.5282663316582914,2.0
200,11,21,118,3.4726130653266334,2.0
200,12,20,120,3.6135427135678393,2.0
200,13,20,116,3.548115577889447,2.0
200,14,20,119,3.6062311557788944,2.0
200,15,21,131,3.545929648241206,2.0
200,16,23,137,3.921457286432161,2.0
200,17,23,141,3.599422110552764,2.0
200,18,19,115,3.5332412060301506,2.0
200,19,21,120,3.6203517587939698,2.0
200,20,18,106,3.5929145728643217,3.0
200,21,22,135,3.6748994974874374,2.0
200,22,21,125,3.548316582914573,2.0
200,23,21,125,3.554849246231156,2.0
200,24,21,125,3.597185929648241,2.0
200,25,20,120,3.754572864321608,3.0
200,26,21,118,3.8314070351758795,2.0
200,27,21,128,3.7115075376884423,2.0
200,28,22,139,3.564221105527638,2.0
200,29,25,134,3.6136934673366836,4.0
200,30,23,129,3.7798743718592966,2.0
200,31,20,112,3.5587688442211056,3.0
200,32,23,128,3.744045226130653,2.0
200,33,20,123,3.6524623115577888,2.0
200,34,23,125,3.865427135678392,3.0
200,35,19,112,3.6948241206030152,2.0
200,36,19,110,3.3429396984924624,2.0
200,37,20,128,3.5774120603015076,2.0
200,38,20,125,3.6537437185929647,2.0
200,39,21,125,3.7093718592964824,2.0
200,40,21,125,3.7429899497487438,2.0
200,41,20,121,3.7613065326633164,2.0
200,42,25,134,3.7190201005025125,2.0
200,43,23,132,3.6868341708542713,2.0
200,44,21,125,3.5947738693467337,2.0
200,45,24,126,3.734673366834171,2.0
200,46,21,118,3.74,2.0
200,47,23,124,3.6666582914572863,2.0
200,48,23,125,3.7938442211055277,2.0
200,49,22,123,3.6002763819095476,2.0
200,50,21,132,3.580226130653266,3.0
200,51,23,134,3.828165829145729,2.0
200,52,19,114,3.584924623115578,2.0
200,53,23,124,3.652713567839196,2.0
200,54,21,122,3.7711306532663316,2.0
200,55,21,129,3.6276884422110554,3.0
200,56,21,124,3.6598994974874373,2.0
200,57,20,128,3.712236180904523,2.0
200,58,22,132,3.665778894472362,2.0
200,59,20,119,3.587035175879397,2.0
200,60,20,118,3.641708542713568,2.0
200,61,21,135,3.635929648241206,2.0
200,62,20,119,3.7075879396984925,2.0
200,63,20,122,3.6228140703517586,2.0
200,64,20,133,3.8324874371859297,3.0
200,65,25,136,3.852035175879397,2.0
200,66,22,122,3.704924623115578,2.0
200,67,21,117,3.5234422110552766,3.0
200,68,22,147,3.613065326633166,2.0
200,69,19,103,3.5480653266331657,2.0
200,70,24,141,3.7229899497487438,2.0
200,71,21,112,3.725678391959799,2.0
200,72,22,123,3.57,2.0
200,73,24,134,3.8115577889447234,2.0
200,74,20,122,3.7566834170854273,3.0
200,75,21,124,3.4386934673366834,2.0
200,76,18,109,3.6731909547738693,2.0
200,77,24,132,3.8566582914572862,3.0
200,78,23,137,3.697889447236181,2.0
200,79,23,126,3.4453768844221107,2.0
200,80,20,112,3.734321608040201,2.0
200,81,18,119,3.7043467336683418,2.0
200,82,21,127,3.775251256281407,3.0
200,83,22,118,3.6598743718592965,2.0
200,84,21,131,3.539924623115578,2.0
200,85,21,128,3.7405527638190956,2.0
200,86,22,131,3.808391959798995,2.0
200,87,21,129,3.543140703517588,2.0
200,88,23,130,3.516356783919598,2.0
200,89,21,127,3.830502512562814,2.0
200,90,23,134,3.607110552763819,2.0
200,91,21,130,3.5822361809045224,2.0
200,92,20,126,3.783894472361809,3.0
200,93,20,111,3.7772613065326635,2.0
