N,Case,BDS Size,SCBDS Size,ARPL,Max Ratio
100,1,10,57,2.472828282828283,2.0
100,2,9,46,2.7547474747474747,2.0
100,3,9,44,2.667777777777778,2.0
100,4,9,44,2.618585858585859,2.0
100,5,8,41,2.628989898989899,2.0
100,6,8,40,2.807878787878788,2.0
100,7,10,40,2.8048484848484847,2.0
100,8,9,43,2.4575757575757575,2.0
100,9,11,55,2.778787878787879,2.0
100,10,9,47,2.494949494949495,2.0
100,11,11,54,2.625050505050505,2.0
100,12,12,65,2.661010101010101,2.0
100,13,8,37,2.4828282828282826,2.0
100,14,11,52,2.6173737373737374,2.0
100,15,11,68,2.485858585858586,2.0
100,16,10,48,2.5305050505050506,2.0
100,17,9,46,2.5886868686868687,2.0
100,18,11,53,2.6738383838383837,2.0
100,19,12,60,2.728181818181818,2.0
100,20,12,55,2.5236363636363635,2.0
100,21,11,52,2.5387878787878786,2.0
100,22,9,46,2.4623232323232322,2.0
100,23,11,58,2.613939393939394,2.0
100,24,11,63,2.6058585858585857,2.0
100,25,11,61,2.574646464646465,2.0
100,26,9,40,2.4114141414141415,2.0
100,27,11,57,2.600909090909091,2.0
100,28,11,61,2.745050505050505,2.0
100,29,11,64,2.573131313131313,2.0
100,30,11,59,2.6391919191919193,2.0
100,31,12,59,2.735858585858586,2.0
100,32,9,46,2.7052525252525252,2.0
100,33,10,53,2.6335353535353536,2.0
100,34,9,41,2.51020202020202,2.0
100,35,9,41,2.6145454545454547,2.0
100,36,9,43,2.597272727272727,2.0
100,37,9,48,2.434747474747475,2.0
100,38,10,50,2.5564646464646463,2.0
100,39,9,50,2.4935353535353535,2.0
100,40,11,58,2.6495959595959597,2.0
100,41,11,51,2.682828282828283,2.0
100,42,11,52,2.5565656565656565,2.0
100,43,11,56,2.601818181818182,2.0
100,44,10,49,2.48989898989899,2.0
100,45,10,54,2.734040404040404,2.0
100,46,10,44,2.5175757575757576,2.0
100,47,10,53,2.507979797979798,2.0
100,48,9,42,2.585858585858586,2.0
100,49,10,42,2.744242424242424,2.0
100,50,10,50,2.679090909090909,2.0
100,51,12,56,2.528080808080808,2.0
