N,Case,BDS Size,SCBDS Size,ARPL,Max Ratio
100,1,10,47,2.483939393939394,2.0
100,2,9,37,2.7715151515151515,2.0
100,3,9,35,2.682121212121212,2.0
100,4,9,32,2.6303030303030304,2.0
100,5,8,31,2.6401010101010103,2.0
100,6,8,33,2.824040404040404,2.0
100,7,10,37,2.8094949494949497,2.0
100,8,9,36,2.4634343434343435,2.0
100,9,11,50,2.7916161616161617,2.0
100,10,9,40,2.4996969696969695,2.0
100,11,11,45,2.6354545454545453,2.0
100,12,12,54,2.6774747474747476,2.0
100,13,8,32,2.484949494949495,2.0
100,14,11,52,2.6173737373737374,2.0
100,15,11,53,2.501717171717172,2.0
100,16,10,41,2.5347474747474745,2.0
100,17,9,41,2.5927272727272728,2.0
100,18,11,46,2.6813131313131313,2.0
100,19,12,53,2.7431313131313133,2.0
100,20,12,52,2.528383838383838,2.0
100,21,11,45,2.5453535353535353,2.0
100,22,9,41,2.466161616161616,2.0
100,23,11,48,2.624343434343434,2.0
100,24,11,50,2.6232323232323234,2.0
100,25,11,51,2.595050505050505,2.0
100,26,9,36,2.4131313131313132,2.0
100,27,11,45,2.6143434343434344,2.0
100,28,11,51,2.747878787878788,2.0
100,29,11,55,2.587070707070707,2.0
100,30,11,56,2.6436363636363636,2.0
100,31,12,50,2.7536363636363634,2.0
100,32,9,38,2.7083838383838383,2.0
100,33,10,50,2.6387878787878787,2.0
100,34,9,34,2.514949494949495,2.0
100,35,9,39,2.616868686868687,2.0
100,36,9,38,2.604343434343434,2.0
100,37,9,41,2.4416161616161616,2.0
100,38,10,44,2.5655555555555556,2.0
100,39,9,45,2.498989898989899,2.0
100,40,11,48,2.659090909090909,2.0
100,41,11,47,2.6982828282828284,2.0
100,42,11,40,2.576060606060606,2.0
100,43,11,52,2.6035353535353534,2.0
100,44,10,40,2.4993939393939395,2.0
100,45,10,39,2.748181818181818,2.0
100,46,10,42,2.522121212121212,2.0
100,47,10,46,2.5216161616161616,2.0
100,48,9,34,2.6055555555555556,2.0
100,49,10,38,2.7471717171717174,2.0
100,50,10,44,2.6827272727272726,2.0
100,51,12,54,2.5285858585858585,2.0
100,52,8,42,2.5534343434343434,2.0
100,53,10,46,2.6065656565656568,2.0
100,54,12,53,2.592929292929293,2.0
100,55,9,40,2.5991919191919193,2.0
100,56,10,46,2.6165656565656565,2.0
100,57,11,46,2.625151515151515,2.0
100,58,10,43,2.574141414141414,2.0
100,59,10,41,2.637777777777778,2.0
100,60,10,41,2.6493939393939394,2.0
100,61,10,43,2.576969696969697,2.0
100,62,12,53,2.7240404040404043,2.0
100,63,9,39,2.7328282828282826,2.0
100,64,9,33,2.548888888888889,2.0
100,65,11,42,2.7035353535353535,2.0
100,66,9,42,2.6163636363636362,2.0
100,67,9,40,2.6136363636363638,2.0
100,68,10,44,2.4606060606060605,2.0
100,69,10,42,2.5914141414141416,2.0
100,70,12,51,2.5985858585858588,2.0
100,71,11,46,2.595050505050505,2.0
100,72,8,31,2.550707070707071,2.0
100,73,9,38,2.61979797979798,2.0
100,74,9,41,2.7292929292929293,2.0
100,75,10,43,2.463636363636364,2.0
100,76,7,31,2.532828282828283,2.0
100,77,9,37,2.790808080808081,2.0
100,78,10,43,2.7025252525252523,2.0
100,79,8,38,2.5167676767676768,2.0
100,80,9,41,2.5394949494949497,2.0
100,81,10,40,2.6062626262626263,2.0
100,82,11,46,2.574242424242424,2.0
100,83,8,37,2.48979797979798,2.0
100,84,10,40,2.7538383838383838,2.0
100,85,9,43,2.7135353535353537,2.0
100,86,9,35,2.3093939393939396,2.0
100,87,11,46,2.6053535353535353,2.0
100,88,11,55,2.589191919191919,2.0
100,89,10,45,2.604848484848485,2.0
100,90,11,52,2.5823232323232324,2.0
100,91,10,51,2.551111111111111,2.0
100,92,9,36,2.5370707070707073,2.0
100,93,9,39,2.565858585858586,2.0
100,94,11,55,2.588080808080808,2.0
100,95,9,45,2.6075757575757574,2.0
100,96,12,57,2.613030303030303,2.0
100,97,10,45,2.6107070707070705,2.0
100,98,11,44,2.6228282828282827,2.0
100,99,11,50,2.5619191919191917,2.0
100,100,10,42,2.5915151515151513,2.0
150,1,11,59,2.485950782997763,2.0
150,2,12,60,2.5336017897091723,2.0
150,3,10,46,2.529798657718121,2.0
150,4,9,42,2.5933333333333333,2.0
150,5,10,47,2.51489932885906,2.0
150,6,11,46,2.5690380313199106,2.0
150,7,10,42,2.625503355704698,2.0
150,8,10,55,2.5039373601789707,2.0
150,9,11,54,2.4904697986577182,2.0
150,10,10,47,2.6051901565995528,2.0
150,11,12,56,2.517897091722595,2.0
150,12,9,40,2.5685011185682325,2.0
150,13,10,52,2.564340044742729,2.0
150,14,12,64,2.5451901565995527,2.0
150,15,10,47,2.5190604026845635,2.0
150,16,10,57,2.4450111856823264,2.0
150,17,10,52,2.5417897091722597,2.0
150,18,11,53,2.4637136465324385,2.0
150,19,10,47,2.5508724832214766,2.0
150,20,11,51,2.4706040268456375,2.0
150,21,10,49,2.5185682326621923,2.0
150,22,12,59,2.5023713646532437,2.0
150,23,12,62,2.6818344519015658,2.0
150,24,10,45,2.572348993288591,2.0
150,25,11,54,2.4630872483221475,2.0
150,26,11,58,2.579910514541387,2.0
150,27,11,56,2.6163758389261744,2.0
150,28,11,55,2.489351230425056,2.0
150,29,10,47,2.5606711409395975,2.0
150,30,11,51,2.6245190156599554,2.0
150,31,11,49,2.6752572706935123,2.0
150,32,10,51,2.5406711409395974,2.0
150,33,11,57,2.6240715883668906,2.0
150,34,12,51,2.4369127516778524,2.0
150,35,12,63,2.540357941834452,2.0
150,36,12,59,2.580939597315436,2.0
150,37,13,70,2.484116331096197,2.0
150,38,12,60,2.485682326621924,2.0
150,39,10,45,2.564116331096197,2.0
150,40,9,45,2.5317225950782998,2.0
150,41,12,62,2.5123489932885907,2.0
150,42,11,50,2.5821029082774047,2.0
150,43,11,54,2.514944071588367,2.0
150,44,10,50,2.5476510067114093,2.0
150,45,11,46,2.6505592841163312,2.0
150,46,11,58,2.5455480984340046,2.0
150,47,12,62,2.5732438478747204,2.0
150,48,11,56,2.528098434004474,2.0
150,49,10,45,2.6419686800894855,2.0
150,50,9,46,2.5871140939597317,2.0
150,51,9,39,2.5772259507829975,2.0
150,52,11,60,2.5717673378076062,2.0
150,53,11,44,2.5676510067114093,2.0
150,54,11,47,2.5232662192393738,2.0
150,55,12,62,2.5767785234899327,2.0
150,56,12,60,2.5154809843400447,2.0
150,57,9,42,2.508993288590604,2.0
150,58,10,42,2.534854586129754,2.0
150,59,8,38,2.6617897091722593,2.0
150,60,12,59,2.670648769574944,2.0
150,61,10,51,2.4468456375838925,2.0
150,62,10,50,2.6519910514541385,2.0
150,63,9,42,2.443937360178971,2.0
150,64,9,41,2.5469351230425055,2.0
150,65,10,45,2.5376286353467563,2.0
150,66,10,46,2.518076062639821,2.0
150,67,11,60,2.502102908277405,2.0
150,68,9,46,2.534407158836689,2.0
150,69,9,37,2.5275615212527964,2.0
150,70,12,67,2.6457270693512305,2.0
150,71,9,43,2.540626398210291,2.0
150,72,11,55,2.5438031319910515,2.0
